entity_id,entity_type,home_city,home_country,typical_resources,usual_ips,active_hours,avg_session_minutes,device_os,device_mac,protocol
u_0117,user,Bangalore,India,dashboard:grafana;endpoint:/api/v2/refunds;endpoint:/admin/config;vpn:gateway_1;file:/home/shared/contracts;dashboard:kibana,36.214.102.165;205.127.9.254,6-14,10.31,FirmwareOS 3.2,F8:B0:A4:C6:8A:5C,HTTPS
u_0118,user,Tokyo,Japan,dashboard:kibana;/api/v1/users;repo:backend-service;dashboard:grafana;vpn:gateway_1;email:exchange-server;endpoint:/api/v2/payments,169.123.136.137,7-14,32.64,Windows 11,70:C6:B5:58:5A:79,RDP
u_0119,user,Tokyo,Japan,repo:frontend-app;endpoint:/api/v2/payments;printer:office_3;files/reports/Q1.xlsx;bucket:s3-backups,45.251.19.24;15.119.112.6,9-18,21.64,EmbeddedLinux 5.1,67:42:AE:5A:A5:1E,HTTPS
u_0120,user,Paris,France,repo:frontend-app;/api/v1/orders;email:exchange-server;vpn:gateway_1;endpoint:/api/v2/refunds;file:/home/shared/contracts;endpoint:/api/v2/payments,83.69.80.188;112.249.162.45,20-5,21.94,FirmwareOS 4.0,B6:72:59:C1:9D:96,SSH
u_0121,user,Berlin,Germany,/api/v1/orders;files/reports/Q1.xlsx;endpoint:/api/v2/payments,27.254.72.85;191.39.121.89;82.85.45.211,7-16,18.36,Android 15,E4:05:87:6B:7F:22,MQTT
u_0122,user,Bangalore,India,repo:backend-service;dashboard:grafana;repo:frontend-app,97.179.192.26;213.245.115.42,7-15,8.19,FirmwareOS 3.2,25:11:96:0A:A3:85,HTTPS
u_0123,user,Chicago,USA,email:exchange-server;repo:frontend-app;/api/v1/orders;dashboard:kibana;bucket:s3-backups,111.84.222.41,9-18,30.46,Ubuntu 24.04,D1:87:90:98:79:31,HTTPS
u_0124,user,Sao Paulo,Brazil,/api/v1/orders;email:exchange-server;/api/v1/users;file:/home/shared/contracts;vpn:gateway_1;endpoint:/admin/config;endpoint:/api/v2/payments,44.149.41.122,6-13,24.96,Windows 10,9D:CB:F1:FA:87:2E,SFTP
u_0125,user,Cape Town,South Africa,repo:backend-service;email:exchange-server;files/reports/Q1.xlsx;dashboard:grafana;/api/v1/users;endpoint:/admin/config,145.31.77.193;179.49.43.172,8-15,15.06,EmbeddedLinux 5.1,74:1F:C6:D6:F3:78,Modbus/TCP
u_0126,user,Singapore,Singapore,/api/v1/orders;dashboard:kibana;endpoint:/api/v2/payments,45.85.108.207;50.64.21.109,7-14,32.38,Windows 10,DE:67:4B:84:A3:22,HTTPS
u_0127,user,Sao Paulo,Brazil,endpoint:/api/v2/refunds;bucket:s3-backups;endpoint:/admin/config;dashboard:kibana;dashboard:grafana;/api/v1/users;endpoint:/api/v2/payments,39.75.51.237;28.51.146.223,9-16,13.05,RHEL 9,87:C4:F8:F2:13:58,MQTT
u_0128,user,Sao Paulo,Brazil,repo:backend-service;printer:office_3;email:exchange-server;repo:frontend-app,6.172.155.80;72.251.50.249,9-17,19.96,Ubuntu 24.04,44:99:E2:A4:89:D5,RDP
u_0129,user,Chicago,USA,bucket:s3-backups;repo:frontend-app;dashboard:grafana;repo:backend-service,203.81.33.80;182.206.69.200;218.14.88.50,8-15,26.74,Windows 11,7F:10:E9:19:B8:65,MQTT
u_0130,user,Sydney,Australia,files/hr/payroll.csv;endpoint:/api/v2/refunds;/api/v1/users;vpn:gateway_1;email:exchange-server;dashboard:grafana,142.179.176.42;215.132.46.73;8.197.25.42,7-15,17.27,EmbeddedLinux 5.1,6D:71:73:69:89:D1,RDP
u_0131,user,New York,USA,email:exchange-server;endpoint:/api/v2/payments;repo:backend-service,156.156.140.109;97.178.235.65,20-5,23.68,FirmwareOS 4.0,CB:34:03:BF:90:98,SFTP
u_0132,user,London,UK,dashboard:kibana;endpoint:/api/v2/refunds;email:exchange-server;endpoint:/admin/config;repo:backend-service;printer:office_3,133.123.29.207,8-15,30.31,EmbeddedLinux 5.1,CE:A3:47:0D:FE:97,MQTT
u_0133,user,Moscow,Russia,/api/v1/orders;endpoint:/api/v2/payments;repo:frontend-app;printer:office_3;files/hr/payroll.csv;email:exchange-server,164.243.183.130;77.87.92.76;25.241.65.190,7-16,21.01,macOS 15,AB:2D:71:B5:72:9D,Modbus/TCP
u_0134,user,Tokyo,Japan,endpoint:/api/v2/payments;dashboard:grafana;bucket:s3-backups;/api/v1/orders;printer:office_3,150.36.241.228;50.61.195.136;77.211.27.223,20-5,40.15,macOS 15,46:66:AF:D1:EA:49,MQTT
u_0135,user,Berlin,Germany,email:exchange-server;vpn:gateway_1;endpoint:/api/v2/refunds,71.107.86.148;196.81.250.202,20-5,22.37,EmbeddedLinux 5.1,DE:DB:CE:DB:F4:C4,HTTPS
u_0136,user,Los Angeles,USA,repo:frontend-app;/api/v1/users;email:exchange-server;repo:backend-service;dashboard:kibana;files/hr/payroll.csv;printer:office_3,89.159.66.27;99.156.85.17;211.23.152.243,7-14,17.72,iOS 18,E9:AC:DE:44:AF:FA,MQTT
u_0137,user,Mumbai,India,dashboard:grafana;files/hr/payroll.csv;repo:frontend-app;files/reports/Q1.xlsx,44.63.187.183;167.19.192.225;164.130.24.153,6-15,36.72,Windows 11,18:3B:D5:E3:C2:3F,RDP
u_0138,user,Bangalore,India,/api/v1/users;endpoint:/admin/config;file:/home/shared/contracts;endpoint:/api/v2/refunds;/api/v1/orders;repo:backend-service,131.60.144.30,7-15,21.51,Windows 10,FE:65:66:86:67:B7,SFTP
u_0139,user,Moscow,Russia,vpn:gateway_1;printer:office_3;files/hr/payroll.csv;repo:frontend-app;dashboard:grafana,23.56.252.39;24.38.51.232;66.118.233.254,6-13,29.75,Windows 11,33:59:14:94:B8:A0,Modbus/TCP
u_0140,user,London,UK,endpoint:/admin/config;endpoint:/api/v2/refunds;printer:office_3,69.47.190.209;88.93.58.103;103.233.139.214,8-16,20.89,RHEL 9,F4:D7:55:39:43:1E,SSH
u_0141,user,London,UK,printer:office_3;files/reports/Q1.xlsx;endpoint:/api/v2/payments;file:/home/shared/contracts;email:exchange-server;bucket:s3-backups,215.66.247.236;125.57.210.113;12.32.133.168,20-5,15.87,FirmwareOS 4.0,72:AD:30:DD:7F:F6,MQTT
u_0142,user,Sao Paulo,Brazil,email:exchange-server;dashboard:kibana;bucket:s3-backups;dashboard:grafana,83.123.169.249;72.25.114.141,7-14,36.36,RHEL 9,CE:78:28:EB:E3:E5,HTTPS
u_0143,user,Toronto,Canada,vpn:gateway_1;repo:frontend-app;endpoint:/api/v2/refunds;/api/v1/users;/api/v1/orders;file:/home/shared/contracts,159.155.105.168;172.233.174.94;212.27.114.217,6-13,9.7,EmbeddedLinux 5.1,F2:BA:E7:3A:31:71,HTTPS
u_0144,user,Tokyo,Japan,repo:frontend-app;vpn:gateway_1;/api/v1/orders;/api/v1/users;files/reports/Q1.xlsx,157.100.96.31;219.201.110.118,9-16,25.62,Ubuntu 24.04,AD:37:D4:17:3F:E6,Modbus/TCP
u_0145,user,Beijing,China,/api/v1/users;dashboard:kibana;repo:frontend-app;vpn:gateway_1;printer:office_3;file:/home/shared/contracts;endpoint:/api/v2/payments,45.65.53.100;169.164.196.108;156.127.140.102,7-16,47.85,FirmwareOS 3.2,44:46:D3:99:A0:6F,SSH
u_0146,user,Mumbai,India,repo:frontend-app;printer:office_3;endpoint:/api/v2/refunds;files/reports/Q1.xlsx;vpn:gateway_1;bucket:s3-backups;repo:backend-service,195.180.245.150,8-17,15.98,EmbeddedLinux 5.1,D5:92:D8:06:36:0C,Modbus/TCP
u_0147,user,Paris,France,dashboard:kibana;repo:backend-service;printer:office_3,38.31.151.53;193.16.183.209,8-17,8.77,FirmwareOS 4.0,72:C7:79:93:18:C3,Modbus/TCP
u_0148,user,Moscow,Russia,dashboard:kibana;files/hr/payroll.csv;endpoint:/api/v2/payments;repo:backend-service;dashboard:grafana,190.100.99.76;115.90.38.48;45.61.193.11,8-17,26.06,RHEL 9,8E:87:42:52:82:02,MQTT
u_0149,user,Dubai,UAE,endpoint:/api/v2/refunds;endpoint:/api/v2/payments;/api/v1/users;repo:backend-service,141.183.37.201;182.162.112.245;48.34.81.107,8-16,12.21,Android 15,71:6D:A9:A9:B8:96,SSH
u_0150,user,Seoul,South Korea,/api/v1/users;/api/v1/orders;endpoint:/api/v2/refunds;email:exchange-server;dashboard:grafana;files/hr/payroll.csv;endpoint:/api/v2/payments,83.195.58.99;66.144.12.234;133.191.228.125,7-14,19.28,Windows 11,97:62:A4:2A:31:55,RDP
svc_0001,service_account,Cape Town,South Africa,cert:vault/root-ca;network:core-switch-1,138.222.36.192,9-16,3.83,Android 15,13:2C:25:1B:5B:80,RDP
svc_0002,service_account,Chicago,USA,topic:kafka-orders;network:core-switch-1;container:k8s-node-3,100.60.3.165,9-17,3.6,EmbeddedLinux 5.1,20:17:25:B7:36:94,SFTP
svc_0003,service_account,Singapore,Singapore,endpoint:/api/v2/payments;container:k8s-node-3,137.112.69.192,6-14,1.23,FirmwareOS 4.0,97:49:98:BF:05:48,HTTPS
svc_0004,service_account,Los Angeles,USA,container:k8s-node-7;db:finance_db;service:inventory_api;service:billing_api;queue:rabbitmq-tasks,57.129.99.30,7-14,6.26,macOS 15,1B:EC:25:94:22:80,HTTPS
svc_0005,service_account,Mumbai,India,queue:rabbitmq-tasks;db:analytics_dw;cert:vault/root-ca;bucket:s3-logs;service:billing_api,18.99.162.125;116.168.156.178;150.78.186.207,20-5,3.14,Windows 11,A0:7E:71:DF:8D:B8,SSH
svc_0006,service_account,Tokyo,Japan,queue:rabbitmq-tasks;endpoint:/api/v2/payments;service:inventory_api;container:k8s-node-3;container:k8s-node-7,156.41.143.220;212.71.100.68;188.39.38.229,20-5,5.93,Windows 11,0F:CF:6C:12:85:F1,SFTP
svc_0007,service_account,Paris,France,endpoint:/api/v2/payments;secrets:vault/db-creds;bucket:s3-logs;service:inventory_api;db:analytics_dw,129.5.122.218;207.84.71.115,6-14,5.4,EmbeddedLinux 5.1,4A:F7:B7:14:70:F9,SSH
svc_0008,service_account,Chicago,USA,db:customer_db;cert:vault/root-ca;service:billing_api;container:k8s-node-7,117.23.20.252;167.165.52.181,8-16,6.18,FirmwareOS 4.0,8C:86:59:C0:C1:BB,RDP
svc_0009,service_account,Chicago,USA,service:billing_api;container:k8s-node-7;topic:kafka-orders;queue:rabbitmq-tasks,155.3.71.113;43.117.39.132,8-16,3.14,macOS 15,50:B9:3C:75:D4:A9,SFTP
svc_0010,service_account,London,UK,service:billing_api;secrets:vault/db-creds;db:analytics_dw;cert:vault/root-ca;topic:kafka-orders,33.82.68.162,20-5,2.92,FirmwareOS 4.0,14:4B:1C:55:84:5C,RDP
svc_0011,service_account,Sao Paulo,Brazil,bucket:s3-logs;cert:vault/root-ca,156.241.246.44;57.210.73.204,6-13,1.03,EmbeddedLinux 5.1,87:55:AF:E8:23:75,Modbus/TCP
svc_0012,service_account,Sao Paulo,Brazil,service:billing_api;container:k8s-node-7,25.90.243.231;158.19.60.24;124.66.0.230,9-16,2.3,RHEL 9,D7:BD:16:DB:75:F6,Modbus/TCP
svc_0013,service_account,Sydney,Australia,db:analytics_dw;service:inventory_api,154.209.131.49;2.3.60.134,7-14,6.91,Android 15,D1:B9:36:4F:DA:81,MQTT
svc_0014,service_account,Cape Town,South Africa,service:inventory_api;cert:vault/root-ca;topic:kafka-orders;service:billing_api,144.247.129.254;79.176.203.189,9-16,4.13,macOS 15,3C:75:E4:52:33:6D,RDP
svc_0015,service_account,Sao Paulo,Brazil,topic:kafka-orders;cert:vault/root-ca,211.74.241.238,20-5,3.31,iOS 18,71:BD:28:13:C4:CD,RDP
svc_0016,service_account,Lagos,Nigeria,cert:vault/root-ca;container:k8s-node-3,74.99.17.201;154.118.86.173;10.184.122.168,7-16,3.49,Windows 11,50:2C:8D:CC:B4:CA,Modbus/TCP
svc_0017,service_account,Beijing,China,bucket:s3-logs;db:finance_db,150.178.177.247;209.141.115.156;50.232.206.148,8-17,5.24,FirmwareOS 4.0,36:25:96:AE:3B:83,RDP
svc_0018,service_account,Beijing,China,secrets:vault/db-creds;container:k8s-node-3;service:billing_api;queue:rabbitmq-tasks;endpoint:/api/v2/payments,67.34.195.163,6-14,4.04,Ubuntu 24.04,75:A1:D3:B4:04:86,SSH
svc_0019,service_account,Singapore,Singapore,bucket:s3-logs;queue:rabbitmq-tasks;db:finance_db;container:k8s-node-7;db:analytics_dw,69.93.97.128;189.102.120.189;62.135.105.59,8-15,4.44,EmbeddedLinux 5.1,B6:4F:36:3D:28:FC,RDP
svc_0020,service_account,New York,USA,queue:rabbitmq-tasks;secrets:vault/db-creds,196.143.203.57,8-16,5.45,EmbeddedLinux 5.1,41:1B:D8:F4:10:B1,Modbus/TCP
svc_0021,service_account,Berlin,Germany,container:k8s-node-7;container:k8s-node-3,54.194.51.84;93.132.95.141;68.121.137.121,6-13,5.77,macOS 15,FF:D9:6B:D6:BE:BA,Modbus/TCP
svc_0022,service_account,Bangalore,India,db:analytics_dw;secrets:vault/db-creds;cert:vault/root-ca,206.120.221.220;98.100.74.205,6-15,3.53,macOS 15,F2:04:5A:D7:FF:44,SFTP
svc_0023,service_account,Lagos,Nigeria,service:inventory_api;network:core-switch-1;container:k8s-node-7;secrets:vault/db-creds,177.83.30.56,20-5,4.89,Windows 10,E6:AB:85:B8:B8:83,MQTT
svc_0024,service_account,New York,USA,network:core-switch-1;cert:vault/root-ca,167.89.145.91;84.249.228.228;21.195.146.119,7-16,1.9,macOS 15,55:AC:D7:CF:24:28,SSH
svc_0025,service_account,Tokyo,Japan,cert:vault/root-ca;service:inventory_api;bucket:s3-logs;endpoint:/api/v2/payments,200.185.230.106;43.94.11.33,9-17,3.59,Windows 10,6B:55:CB:34:30:20,Modbus/TCP
svc_0026,service_account,Cape Town,South Africa,container:k8s-node-7;endpoint:/api/v2/payments,40.43.199.80;59.126.145.114;161.64.67.135,6-14,1.08,macOS 15,0E:11:B6:A6:F3:EF,RDP
svc_0027,service_account,Bangalore,India,bucket:s3-logs;container:k8s-node-7;db:analytics_dw;secrets:vault/db-creds;cert:vault/root-ca,164.158.177.124;139.116.45.114;79.187.211.67,9-18,4.16,FirmwareOS 4.0,45:B0:92:F0:04:FB,Modbus/TCP
svc_0028,service_account,Singapore,Singapore,secrets:vault/db-creds;service:billing_api;db:customer_db;container:k8s-node-7;queue:rabbitmq-tasks,42.199.193.57,9-17,4.24,iOS 18,28:D8:7A:8B:91:89,Modbus/TCP
svc_0029,service_account,Mumbai,India,service:inventory_api;db:finance_db;cert:vault/root-ca,160.251.96.83;5.77.25.249;137.11.95.249,9-17,5.27,FirmwareOS 3.2,04:77:2E:4D:07:FC,SSH
svc_0030,service_account,Tokyo,Japan,queue:rabbitmq-tasks;container:k8s-node-3;bucket:s3-logs;db:customer_db,199.200.36.140;121.92.98.230,7-14,4.95,iOS 18,C3:06:3E:7F:C5:E2,SSH
dev_0001,edge_device,Los Angeles,USA,scada:plc_12/write;network:core-switch-1;iot:camera_9,100.159.165.41;162.21.62.65,0-23,1.0,Android 15,1A:6F:39:78:DE:A6,HTTPS
dev_0002,edge_device,Berlin,Germany,iot:camera_9;scada:plc_12/read,149.243.79.96,0-23,1.58,Windows 10,7F:50:FF:2E:AD:1E,HTTPS
dev_0003,edge_device,Sydney,Australia,port:443/https,82.177.224.188,0-23,1.93,Android 15,44:80:14:F8:E0:96,RDP
dev_0004,edge_device,Toronto,Canada,device:sensor_3/read;iot:badge_reader_4;port:443/https,223.82.35.136;40.230.151.210,0-23,2.65,iOS 18,BB:E8:00:C2:5E:09,RDP
dev_0005,edge_device,Sydney,Australia,scada:plc_12/write;network:core-switch-1,49.254.78.157;73.165.209.165,0-23,1.34,Windows 10,16:42:5B:10:67:36,Modbus/TCP
dev_0006,edge_device,Mumbai,India,iot:badge_reader_4;port:22/ssh;port:443/https,160.131.25.94;57.36.6.239;54.251.40.120,0-23,1.82,Windows 11,B8:D4:BC:1D:88:14,SFTP
dev_0007,edge_device,Chicago,USA,network:core-switch-1,26.118.197.49,0-23,1.91,EmbeddedLinux 5.1,5B:D4:36:B7:EA:DA,HTTPS
dev_0008,edge_device,Berlin,Germany,device:sensor_3/read;iot:thermostat_5;network:core-switch-1,114.180.161.141;84.190.211.196;163.220.165.156,0-23,2.6,Ubuntu 24.04,6D:C0:82:B8:E7:E5,Modbus/TCP
dev_0009,edge_device,New York,USA,scada:plc_12/read;network:core-switch-1;iot:thermostat_5,2.153.113.55;220.161.11.198,0-23,2.03,iOS 18,4F:30:13:EB:B6:4F,SSH
dev_0010,edge_device,Bangalore,India,device:actuator_1/set_state,24.204.111.188;20.166.247.45,0-23,1.0,FirmwareOS 3.2,30:99:13:C3:28:1C,MQTT
dev_0011,edge_device,Sydney,Australia,iot:camera_9,168.5.195.14;79.21.163.139;145.76.167.129,0-23,1.35,RHEL 9,E4:2E:71:DD:94:C9,SSH
dev_0012,edge_device,Paris,France,iot:hvac_controller_2;scada:plc_12/read,103.134.43.103;129.222.66.196;35.246.101.125,0-23,1.06,RHEL 9,64:7E:7C:24:88:DC,MQTT
dev_0013,edge_device,Beijing,China,port:22/ssh;iot:badge_reader_4;device:sensor_3/read,49.164.176.153;168.12.156.44,0-23,2.6,FirmwareOS 3.2,4A:E1:16:77:66:BF,SSH
dev_0014,edge_device,Chicago,USA,iot:hvac_controller_2,223.147.7.88,0-23,1.41,Windows 10,9C:E6:F1:0B:A9:6B,SFTP
dev_0015,edge_device,Cape Town,South Africa,network:core-switch-1;device:actuator_1/set_state;iot:badge_reader_4,160.72.9.97;150.22.130.44,0-23,2.0,EmbeddedLinux 5.1,8A:1B:EE:04:22:C6,SFTP
dev_0016,edge_device,Bangalore,India,device:actuator_1/set_state,99.118.194.131;182.50.161.125;222.45.95.51,0-23,1.7,FirmwareOS 4.0,EA:0B:14:7E:9C:AA,Modbus/TCP
dev_0017,edge_device,Sao Paulo,Brazil,iot:badge_reader_4;device:sensor_3/read,161.154.120.251;129.141.31.161,0-23,1.46,Windows 11,8F:73:4D:AE:C9:46,HTTPS
dev_0018,edge_device,Sao Paulo,Brazil,iot:camera_9;iot:hvac_controller_2,110.159.168.115,0-23,2.29,FirmwareOS 4.0,43:69:46:67:46:9E,SFTP
dev_0019,edge_device,Lagos,Nigeria,iot:badge_reader_4,41.162.34.143;137.60.94.82;215.74.15.196,0-23,1.0,RHEL 9,9B:E2:8C:4D:60:36,SSH
dev_0020,edge_device,Berlin,Germany,iot:hvac_controller_2;iot:badge_reader_4;iot:camera_9,60.118.13.92;21.244.68.129;217.240.191.48,0-23,3.45,RHEL 9,FB:F2:46:53:62:73,HTTPS
dev_0021,edge_device,Moscow,Russia,iot:camera_9;iot:badge_reader_4,17.90.224.222,0-23,1.0,FirmwareOS 3.2,7E:DA:CF:15:C2:A0,Modbus/TCP
dev_0022,edge_device,Seoul,South Korea,scada:plc_12/write;port:443/https;iot:hvac_controller_2,63.202.20.143,0-23,1.0,RHEL 9,19:61:95:E1:CB:9B,MQTT
dev_0023,edge_device,Dubai,UAE,iot:hvac_controller_2;scada:plc_12/read,133.72.237.213;166.231.46.185;129.57.92.200,0-23,1.0,FirmwareOS 4.0,45:C9:D3:A5:E6:0C,SSH
dev_0024,edge_device,Dubai,UAE,scada:plc_12/write;device:actuator_1/set_state,178.83.63.24;30.230.185.22,0-23,1.0,FirmwareOS 4.0,C4:51:C1:C2:16:57,MQTT
dev_0025,edge_device,Beijing,China,iot:thermostat_5,14.214.157.80;187.228.147.161;47.60.67.246,0-23,1.83,iOS 18,06:EA:FE:FF:02:FC,SSH
dev_0026,edge_device,Mumbai,India,port:22/ssh;port:443/https,154.3.125.226,0-23,2.57,FirmwareOS 4.0,8E:6A:19:5E:4B:1C,SFTP
dev_0027,edge_device,Sydney,Australia,iot:badge_reader_4,215.152.169.236;23.25.55.107;46.82.145.157,0-23,1.0,EmbeddedLinux 5.1,5A:E9:B8:12:2F:99,MQTT
dev_0028,edge_device,Sydney,Australia,network:core-switch-1;scada:plc_12/write,121.68.62.178;221.140.168.135,0-23,1.0,RHEL 9,6B:6B:1D:37:2C:F7,SFTP
dev_0029,edge_device,Seoul,South Korea,device:sensor_3/read;device:actuator_1/set_state;network:core-switch-1,160.181.66.158;145.254.254.127;207.92.119.182,0-23,1.37,Windows 10,0C:EE:3C:6A:D4:D3,HTTPS
dev_0030,edge_device,Tokyo,Japan,iot:badge_reader_4,177.144.130.203,0-23,2.01,Windows 10,9D:99:A5:03:3A:AA,MQTT
dev_0031,edge_device,Sao Paulo,Brazil,iot:camera_9,214.173.245.235;122.18.69.124,0-23,2.0,FirmwareOS 4.0,AB:EC:D3:1C:99:A1,RDP
dev_0032,edge_device,Cape Town,South Africa,iot:badge_reader_4;device:sensor_3/read;iot:hvac_controller_2,39.143.15.87,0-23,2.24,RHEL 9,54:C7:5F:3B:9D:A1,SFTP
dev_0033,edge_device,Los Angeles,USA,port:443/https,96.231.154.56,0-23,1.01,Android 15,13:67:2F:E3:0C:F7,RDP
dev_0034,edge_device,Paris,France,network:core-switch-1;device:actuator_1/set_state,37.50.67.53;186.18.235.100,0-23,1.42,FirmwareOS 4.0,3B:02:9F:16:2C:AA,Modbus/TCP
dev_0035,edge_device,Los Angeles,USA,iot:hvac_controller_2,164.107.164.52;50.146.141.137,0-23,1.14,Windows 10,8B:4C:50:8C:3A:07,RDP
dev_0036,edge_device,Cape Town,South Africa,network:core-switch-1,141.163.138.37;181.145.125.44,0-23,2.28,Windows 10,9F:AD:E3:19:42:0E,Modbus/TCP
dev_0037,edge_device,Los Angeles,USA,scada:plc_12/write,101.91.228.158;92.159.170.210,0-23,1.93,FirmwareOS 4.0,28:EE:43:2F:EF:31,Modbus/TCP
dev_0038,edge_device,Singapore,Singapore,iot:camera_9,221.132.186.101,0-23,2.78,macOS 15,A9:A6:E8:F9:0F:21,Modbus/TCP
dev_0039,edge_device,London,UK,iot:thermostat_5;device:actuator_1/set_state,155.65.52.104;210.54.166.143,0-23,1.0,FirmwareOS 4.0,EC:CD:D3:7A:7C:51,Modbus/TCP
dev_0040,edge_device,Sao Paulo,Brazil,iot:hvac_controller_2,201.222.175.140;178.120.88.170,0-23,1.0,Windows 10,F9:3A:ED:A6:31:E3,SSH
